drug_name,ind_name,rating
Triamcinolone,Addisonian crisis,1
Triamcinolone,Berylliosis,1
Triamcinolone,Lichen Planus,1
Triamcinolone,"Ophthalmia, Sympathetic",1
Triamcinolone,Acquired thrombocytopenia,1
Triamcinolone,Mycosis Fungoides,1
Triamcinolone,Synovitis,1
Triamcinolone,Serum Sickness,1
Triamcinolone,"Dermatitis, Atopic",1
Triamcinolone,"Lupus Erythematosus, Systemic",1
Triamcinolone,Allergic rhinitis (disorder),1
Triamcinolone,Nephrotic Syndrome,1
Triamcinolone,Rheumatic Heart Disease,1
Triamcinolone,Pruritus of genital organs,1
Triamcinolone,Seborrheic dermatitis,1
Triamcinolone,Tenosynovitis,1
Triamcinolone,"Lymphoma, T-Cell, Cutaneous",1
Triamcinolone,Transplanted organ rejection,1
Triamcinolone,Rheumatoid Arthritis,1
Triamcinolone,Humoral hypercalcemia of malignancy (disorder),1
Triamcinolone,Hodgkin Disease,1
Triamcinolone,Dermatitis Herpetiformis,1
Triamcinolone,Psoriasis,1
Triamcinolone,Angioedema,1
Triamcinolone,"Lupus Erythematosus, Discoid",1
Triamcinolone,Adrenal cortical hypofunction,1
Triamcinolone,Ankylosing spondylitis,1
Triamcinolone,Cerebral Edema,1
Triamcinolone,Subacute bursitis,1
Triamcinolone,Hay fever,1
Triamcinolone,"Tuberculosis, Miliary",1
Triamcinolone,Dermatologic disorders,1
Triamcinolone,"Anemia, Diamond-Blackfan",1
Triamcinolone,Addison Disease,1
Triamcinolone,Congenital adrenal hyperplasia,1
Triamcinolone,Musculoskeletal Diseases,1
Triamcinolone,"Lymphoma, Follicular",1
Triamcinolone,Necrobiosis Lipoidica Diabeticorum,1
Nicardipine,Hypertensive disease,1
Fluphenazine,Schizophrenia,1
Fluphenazine,Psychotic Disorders,1
Testosterone,Primary hypogonadism,1
Testosterone,Hypogonadotropic hypogonadism,1
Testosterone,Cryptorchidism,1
Testosterone,Klinefelter Syndrome,1
Testosterone,Delayed Puberty,1
Testosterone,Testicular hypogonadism,1
Testosterone,Deficiency of testosterone biosynthesis,1
Testosterone,Hormone receptor positive malignant neoplasm of breast,1
Testosterone,Hot flushes,1
Testosterone,Hypopituitarism,1
Efavirenz,HIV Infections,1
Bacitracin,Corneal abrasion,1
Bacitracin,Bacterial keratitis,1
Bacitracin,Keratitis,1
Bacitracin,Blepharoconjunctivitis,1
Bacitracin,Infective blepharitis,1
Niacin,Hypercholesterolemia,1
Niacin,Hypertriglyceridemia,1
Niacin,Familial hypercholesterolemia - heterozygous,1
Niacin,"Hyperlipidemia, Familial Combined",1
Niacin,Vitamin Deficiency,1
Niacin,Hyperlipidemia,1
Clorazepate,Anxiety,1
Clorazepate,Alcohol withdrawal syndrome,1
Guanabenz,Hypertensive disease,1
Alendronic acid,"Osteoporosis, Postmenopausal",1
Alendronic acid,Osteitis Deformans,1
Clofarabine,Acute lymphocytic leukemia,1
Docosanol,Herpes Labialis,1
Sulfacetamide,Trachoma,1
Sulfacetamide,Blepharoconjunctivitis,1
Sulfacetamide,Infective blepharitis,1
Sulfacetamide,Acne Vulgaris,1
Sulfacetamide,Inclusion conjunctivitis,1
Sulfacetamide,Bacterial conjunctivitis,1
Sulfacetamide,Amebiasis,1
Sulfacetamide,Iridocyclitis,1
Sulfacetamide,Vulvovaginitis,1
Sulfacetamide,Seborrheic dermatitis,1
Sulfacetamide,Scurfiness of scalp,1
Prednisone,Exfoliative dermatitis,1
Prednisone,Acute lymphocytic leukemia,1
Prednisone,Crohn Disease,1
Prednisone,"Lymphoma, Non-Hodgkin",1
Prednisone,Mycosis Fungoides,1
Prednisone,Contact Dermatitis,1
Prednisone,Simple Pulmonary Eosinophilia,1
Prednisone,Pemphigus,1
Prednisone,Nephrotic Syndrome,1
Prednisone,Trichinellosis,1
Prednisone,Allergic rhinitis (disorder),1
Prednisone,Autoimmune hemolytic anemia,1
Prednisone,"Lymphoma, Follicular",1
Prednisone,Asthma,1
Prednisone,Berylliosis,1
Prednisone,Laryngeal Edema,1
Prednisone,Chronic Lymphocytic Leukemia,1
Prednisone,Thyroiditis,1
Prednisone,Hodgkin Disease,1
Prednisone,"Lupus Erythematosus, Systemic",1
Prednisone,Erythema Multiforme,1
Prednisone,Adrenogenital disorder,1
Prednisone,Transplanted organ rejection,1
Prednisone,Humoral hypercalcemia of malignancy (disorder),1
Prednisone,Adrenal cortical hypofunction,1
Prednisone,Dermatologic disorders,1
Prednisone,Angioedema,1
Prednisone,Musculoskeletal Diseases,1
Prednisone,"Lymphoma, T-Cell, Cutaneous",1
Prednisone,Dermatitis Herpetiformis,1
Prednisone,Rheumatic Heart Disease,1
Prednisone,Psoriasis,1
Prednisone,Multiple Sclerosis,1
Prednisone,"Anemia, Diamond-Blackfan",1
Prednisone,Cooley's anemia,1
Prednisone,Addison Disease,1
Prednisone,Exacerbation of asthma,1
Prednisone,Diffuse Large B-Cell Lymphoma,1
Prednisone,"Arthritis, Psoriatic",1
Prednisone,Serum Sickness,1
Prednisone,Acquired thrombocytopenia,1
Prednisone,Sarcoidosis,1
Prednisone,Rheumatoid Arthritis,1
Prednisone,Ankylosing spondylitis,1
Prednisone,"Arthritis, Gouty",1
Prednisone,Epicondylitis,1
Prednisone,Autoimmune Diseases,1
Prednisone,Inflammatory Bowel Diseases,1
Clofibrate,Hyperlipidemia,1
Astemizole,Sneezing,1
Astemizole,Allergic Conjunctivitis,1
Astemizole,Chronic idiopathic urticaria,1
Astemizole,Allergic rhinitis (disorder),1
Butoconazole,"Candidiasis, Vulvovaginal",1
Adenosine,Pulmonary Cystic Fibrosis,1
Adenosine,Paroxysmal supraventricular tachycardia,1
Simvastatin,Hypoalphalipoproteinemias,1
Simvastatin,Hyperlipoproteinemia Type III,1
Simvastatin,Cerebrovascular accident,1
Simvastatin,Arteriosclerosis,1
Simvastatin,Familial hypercholesterolemia - heterozygous,1
Simvastatin,Hypercholesterolemia,1
Simvastatin,Familial hypercholesterolemia - homozygous,1
Simvastatin,Hypertriglyceridemia,1
Simvastatin,"Hyperlipidemia, Familial Combined",1
Pemetrexed,Malignant Pleural Mesothelioma,1
Pemetrexed,Non-Small Cell Lung Carcinoma,1
Mebendazole,Enterobiasis,1
Mebendazole,Ascariasis,1
Mebendazole,Infection by Trichuris trichiura,1
Gonadorelin,Amenorrhea,1
Dyclonine,Skin irritation,1
Dyclonine,Pruritus,1
Dyclonine,Mouth irritation,1
Nystatin,"Candidiasis, Vulvovaginal",1
Nystatin,Mucocutaneous candidiasis,1
Nystatin,Gastrointestinal candidiasis,1
Nystatin,Oral candidiasis,1
Nystatin,Cutaneous Candidiasis,1
Dextropropoxyphene,Pain,1
Mitotane,Carcinoma in situ of adrenal cortex,1
Stavudine,HIV Infections,1
Leucovorin,Poisoning by pyrimethamine,1
Leucovorin,Methotrexate poisoning,1
Leucovorin,"Anemia, Megaloblastic",1
Leucovorin,Folic Acid Deficiency,1
Leucovorin,Poisoning by sulfadiazine,1
Dyphylline,Pulmonary Emphysema,1
Dyphylline,Asthma,1
Dyphylline,Bronchial Spasm,1
Dyphylline,Asthma night-time symptoms,1
Dyphylline,"Bronchitis, Chronic",1
Dyphylline,Asthma-chronic obstructive pulmonary disease overlap syndrome,1
Pentazocine,Labor Pain,1
Pentazocine,Pain,1
Magnesium Sulfate,Eclampsia in pregnancy,1
Magnesium Sulfate,Hypomagnesemia,1
Magnesium Sulfate,Mild pre-eclampsia,1
Magnesium Sulfate,Severe pre-eclampsia,1
Magnesium Sulfate,Incomplete passage of stool,1
Magnesium Sulfate,Constipation,1
Latanoprost,Ocular Hypertension,1
Latanoprost,"Glaucoma, Open-Angle",1
Estrone,Acne Vulgaris,1
Estrone,Chemotherapy-induced nausea and vomiting,1
Estrone,Atrophic Vaginitis,1
Trazodone,Major Depressive Disorder,1
Mecamylamine,Hypertensive disease,1
Acamprosate,"Alcoholic Intoxication, Chronic",1
Metaxalone,Muscle Spasticity,1
Verapamil,Atrial Fibrillation,1
Verapamil,Hypertensive disease,1
Verapamil,"Angina Pectoris, Variant",1
Verapamil,Paroxysmal supraventricular tachycardia,1
Verapamil,Angina Pectoris,1
Trimethobenzamide,Vomiting,1
Trimethobenzamide,Nausea,1
Trimethobenzamide,Nausea and vomiting,1
Flumethasone,Seborrheic dermatitis,1
Flumethasone,Chronic small plaque psoriasis,1
Flumethasone,"Lupus Erythematosus, Discoid",1
Flumethasone,Pruritus of genital organs,1
Flumethasone,Exanthema,1
Flumethasone,"Lymphoma, T-Cell, Cutaneous",1
Flumethasone,Granuloma Annulare,1
Flumethasone,Scalp psoriasis,1
Flumethasone,Contact Dermatitis,1
Flumethasone,Lichen Simplex Chronicus,1
Flumethasone,Pruritus Ani,1
Flumethasone,"Dermatitis, Atopic",1
Nilutamide,Metastatic Prostate Carcinoma,1
Nafarelin,Precocious Puberty,1
Nafarelin,Endometriosis,1
Histamine Phosphate,Degenerative polyarthritis,1
Epinephrine,anaphylaxis,1
Epinephrine,Hypotension,1
Epinephrine,Bronchiectasis,1
Epinephrine,Asthma attack,1
Epinephrine,"Glaucoma, Open-Angle",1
Epinephrine,Dyspnea,1
Epinephrine,Bronchitis,1
Epinephrine,Wheezing,1
Epinephrine,Exacerbation of asthma,1
Epinephrine,Asthma,1
Epinephrine,Pulmonary Emphysema,1
Sumatriptan,Migraine Disorders,1
Sumatriptan,Cluster Headache,1
Pirenzepine,Peptic Ulcer,1
Cefixime,Acute otitis media,1
Cefixime,Acute exacerbation of chronic bronchitis,1
Cefixime,Upper Respiratory Infections,1
Cefixime,Acute gonococcal urethritis,1
Cefixime,Streptococcal tonsillitis,1
Cefixime,Pharyngitis,1
Cefixime,Proteus urinary tract infection,1
Cefixime,Acute gonococcal cervicitis,1
Cefixime,Escherichia coli urinary tract infection,1
Cefixime,Infective otitis media,1
Cefixime,Bronchitis,1
Cefixime,Urinary tract infection,1
Cefixime,Tonsillitis,1
Cefixime,Gonorrhea,1
Chlorpropamide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Aprepitant,Chemotherapy-induced nausea and vomiting,1
Galantamine,Alzheimer's Disease,1
Tamoxifen,Malignant epithelial neoplasm of female breast,1
Tamoxifen,Invasive Ductal Breast Carcinoma,1
Losartan,Diabetic Nephropathy,1
Losartan,Hypertensive urgency,1
Losartan,Hypertensive disease,1
Thioridazine,Treatment-resistant schizophrenia,1
Moricizine,Ventricular arrhythmia,1
Amphotericin B,Aspergillosis,1
Amphotericin B,Candidiasis of the esophagus,1
Amphotericin B,Yaws,1
Amphotericin B,Brucellosis,1
Amphotericin B,Rhinocerebral phycomycosis,1
Amphotericin B,Invasive Pulmonary Aspergillosis,1
Amphotericin B,Coccidioidomycosis,1
Amphotericin B,Infective otitis media,1
Amphotericin B,Fungal infection of lung,1
Amphotericin B,"Meningitis, Fungal",1
Amphotericin B,Acute gonococcal cervicitis,1
Amphotericin B,Gonorrhea of rectum,1
Amphotericin B,Histoplasmosis,1
Amphotericin B,Mucormycosis,1
Amphotericin B,Relapsing Fever,1
Amphotericin B,Granuloma Inguinale,1
Amphotericin B,Gonorrhea of pharynx,1
Amphotericin B,Bronchitis,1
Amphotericin B,Psittacosis,1
Amphotericin B,Rocky Mountain Spotted Fever,1
Amphotericin B,Pulmonary cryptococcosis,1
Amphotericin B,Infection of skin AND/OR subcutaneous tissue,1
Amphotericin B,Sinusitis,1
Amphotericin B,"Leishmaniasis, Visceral",1
Amphotericin B,Intraabdominal Infections,1
Amphotericin B,Q Fever,1
Amphotericin B,Gonorrhea,1
Amphotericin B,Chlamydia trachomatis infection of genital structure,1
Amphotericin B,Syphilis,1
Amphotericin B,Septicemia candida,1
Amphotericin B,Fungal septicemia,1
Amphotericin B,Cutaneous Candidiasis,1
Amphotericin B,Infection by Cryptococcus neoformans,1
Amphotericin B,Blastomycosis,1
Amphotericin B,Lymphogranuloma Venereum,1
Amphotericin B,Systemic candidiasis,1
Amphotericin B,Candidal meningitis,1
Amphotericin B,Candidal endocarditis,1
Amphotericin B,Candidiasis,1
Amphotericin B,Disseminated sporotrichosis,1
Amphotericin B,Acne Vulgaris,1
Amphotericin B,Mycotic endocarditis,1
Amphotericin B,Urinary tract infection,1
Amphotericin B,Pharyngitis,1
Amphotericin B,Pelvic Inflammatory Disease,1
Amphotericin B,Pneumonia,1
Amphotericin B,Acute gonococcal urethritis,1
Amphotericin B,Candidemia,1
Amphotericin B,Diaper Rash,1
Amphotericin B,Actinomycosis,1
Amphotericin B,Leishmaniasis,1
Amphotericin B,candidal peritonitis,1
Amphotericin B,Urinary tract infection fungal,1
Amphotericin B,TYPHUS,1
Amphotericin B,Oral candidiasis,1
Amphotericin B,Trachoma,1
Amphotericin B,Gingivostomatitis,1
Amphotericin B,Rickettsialpox,1
Warfarin,Thrombosis,1
Warfarin,Thromboembolism,1
Warfarin,Cerebral Embolism,1
Warfarin,Deep Vein Thrombosis,1
Midazolam,Agitation,1
Midazolam,Anxiety,1
Tobramycin,Enterobacteriaceae Infections,1
Tobramycin,Bacterial infection due to Klebsiella pneumoniae,1
Tobramycin,Pneumonia due to Pseudomonas,1
Tobramycin,Bacterial sepsis,1
Tobramycin,Punctate keratitis,1
Tobramycin,Serratia Infections,1
Tobramycin,Dacryocystitis,1
Tobramycin,Anterior uveitis,1
Tobramycin,Bacterial conjunctivitis,1
Tobramycin,Sepsis due to Pseudomonas,1
Tobramycin,Escherichia coli septicemia,1
Tobramycin,Neonatal meningitis,1
Tobramycin,Osteomyelitis due to Staphylococcus aureus,1
Tobramycin,Corneal Perforation,1
Tobramycin,Bacterial peritonitis,1
Tobramycin,"Meningitis, Bacterial",1
Tobramycin,Allergic Conjunctivitis,1
Tobramycin,Rhinoscleroma,1
Tobramycin,Staphylococcus aureus infection,1
Tobramycin,Herpes zoster keratitis,1
Tobramycin,Blepharoconjunctivitis,1
Tobramycin,Infection of bone,1
Tobramycin,Sepsis of the newborn,1
Tobramycin,Rosacea,1
Tobramycin,Meibomianitis,1
Tobramycin,Pneumonia due to Escherichia coli,1
Tobramycin,Enterobacter pneumonia,1
Tobramycin,Escherichia coli Infections,1
Tobramycin,Keratoconjunctivitis,1
Tobramycin,Corneal abrasion,1
Tobramycin,Staphylococcal Pneumonia,1
Tobramycin,Nosocomial pneumonia,1
Tobramycin,Infective blepharitis,1
Trovafloxacin,Female genital tract infection,1
Trovafloxacin,Postoperative infection,1
Trovafloxacin,Urinary tract infection,1
Trovafloxacin,Intraabdominal Infections,1
Trovafloxacin,Haemophilus influenzae pneumonia,1
Trovafloxacin,Pneumonia due to Pseudomonas,1
Trovafloxacin,Acute Moraxella catarrhalis bronchitis,1
Trovafloxacin,Mycoplasma pneumonia,1
Trovafloxacin,Acute gonococcal cervicitis,1
Trovafloxacin,Gonorrhea of rectum,1
Trovafloxacin,Acute gonococcal urethritis,1
Trovafloxacin,Chronic Bacterial Prostatitis,1
Trovafloxacin,Staphylococcal Pneumonia,1
Trovafloxacin,Acute gonococcal endometritis,1
Trovafloxacin,Bacterial infection due to Klebsiella pneumoniae,1
Trovafloxacin,Legionella pneumophila pneumonia,1
Trovafloxacin,Infection of skin AND/OR subcutaneous tissue,1
Trovafloxacin,Moraxella catarrhalis pneumonia,1
Trovafloxacin,Acute bacterial sinusitis,1
Trovafloxacin,Pneumonia due to Escherichia coli,1
Trovafloxacin,Chlamydial pneumonia,1
Trovafloxacin,Chlamydial cervicitis,1
Trovafloxacin,Chlamydial pelvic inflammatory disease,1
Trovafloxacin,Endomyometritis,1
Trovafloxacin,Female pelvic cellulitis,1
Trovafloxacin,Miscarriage with sepsis,1
Trovafloxacin,Postnatal infection,1
Pentosan Polysulfate,Bladder pain,1
Pentosan Polysulfate,Interstitial Cystitis,1
Fludrocortisone,Adrenogenital disorder,1
Fludrocortisone,Addison Disease,1
Flurazepam,Sleeplessness,1
Moexipril,Hypertensive disease,1
Phentolamine,Peripheral Vascular Diseases,1
Phentolamine,Hypertensive emergency,1
Phentolamine,Pheochromocytoma,1
Phentolamine,Cerebral Ischemia,1
Phentolamine,Paroxysmal hypertension,1
Daunorubicin,Acute lymphocytic leukemia,1
Daunorubicin,Acute Promyelocytic Leukemia,1
Daunorubicin,Acute monocytic leukemia,1
Daunorubicin,"Leukemia, Myelocytic, Acute",1
Daunorubicin,Acute Erythroblastic Leukemia,1
Daunorubicin,Kaposi Sarcoma,1
Furosemide,Decompensated cardiac failure,1
Furosemide,Edema,1
Furosemide,Acute pulmonary edema,1
Furosemide,Hypertensive disease,1
Ergotamine,Migraine Disorders,1
Ergotamine,Vascular Headaches,1
Ergotamine,Cluster Headache,1
Tizanidine,Muscle spasticity of spinal origin,1
Tizanidine,Muscle Spasticity,1
Nitrofurantoin,Escherichia coli urinary tract infection,1
Nitrofurantoin,Klebsiella cystitis,1
Nitrofurantoin,URINARY TRACT INFECTION ENTEROCOCCUS,1
Eplerenone,Hypertensive disease,1
Amprenavir,HIV Infections,1
Methazolamide,Angle Closure Glaucoma,1
Methazolamide,Secondary glaucoma,1
Methazolamide,"Glaucoma, Open-Angle",1
Naltrexone,Drug-induced constipation,1
Naltrexone,Chronic pain,1
Naltrexone,"Alcoholic Intoxication, Chronic",1
Naltrexone,Severe pain,1
Naltrexone,Obesity,1
Delavirdine,HIV Infections,1
Tamsulosin,Prostatic Hypertrophy,1
Porfimer,Non-Small Cell Lung Carcinoma,1
Porfimer,Malignant neoplasm of esophagus,1
Sufentanil,"Pain, Postoperative",1
Lamivudine,HIV Infections,1
Lamivudine,"Hepatitis B, Chronic",1
Ibandronate,"Osteoporosis, Postmenopausal",1
Ibandronate,Hypercalcemia,1
Diethylcarbamazine,Eosinophilic Pneumonia,1
Diethylcarbamazine,Loiasis,1
Diethylcarbamazine,Onchocerciasis,1
Diethylcarbamazine,Elephantiasis,1
Flurbiprofen,Degenerative polyarthritis,1
Flurbiprofen,Rheumatoid Arthritis,1
Oxacillin,Staphylococcal Pneumonia,1
Oxacillin,Staphylococcal Infections,1
Oxacillin,Infection of bone,1
Oxacillin,Sepsis due to Staphylococcus aureus,1
Oxacillin,Lower respiratory tract infection,1
Oxacillin,Osteomyelitis due to Staphylococcus aureus,1
Oxacillin,Infection of skin AND/OR subcutaneous tissue,1
Oxacillin,Staphylococcus aureus infection,1
Oxacillin,Staphylococcal endocarditis,1
Oxacillin,Sinusitis,1
Oxacillin,Staphylococcal meningitis,1
Oxacillin,Pharyngitis,1
Oxacillin,Staphylococcal bacteraemia,1
Apomorphine,Parkinson Disease,1
Paroxetine,Major Depressive Disorder,1
Paroxetine,Obsessive-Compulsive Disorder,1
Paroxetine,Panic Disorder,1
Paroxetine,"Phobia, Social",1
Paroxetine,Post-Traumatic Stress Disorder,1
Paroxetine,Premenstrual Dysphoric Disorder,1
Paroxetine,Generalized Anxiety Disorder,1
Paroxetine,Depressive disorder,1
Paroxetine,Hot flushes,1
Nedocromil,Allergic Conjunctivitis,1
Nedocromil,Asthma,1
Nedocromil,Itching of eye,1
Norethisterone,Atrophic Vaginitis,1
Norethisterone,Secondary physiologic amenorrhea,1
Norethisterone,Menorrhagia,1
Norethisterone,Female hypogonadism syndrome,1
Norethisterone,Hot flushes,1
Norethisterone,Atrophy of vulva,1
Norethisterone,Metrorrhagia,1
Norethisterone,Acne Vulgaris,1
Norethisterone,Endometriosis,1
Adefovir Dipivoxil,"Hepatitis B, Chronic",1
Azatadine,Pruritus,1
Azatadine,Nasal congestion (finding),1
Azatadine,Sneezing,1
Azatadine,Common Cold,1
Azatadine,Urticaria,1
Azatadine,"Rhinitis, Vasomotor",1
Azatadine,Allergic rhinitis (disorder),1
Azatadine,Allergic Conjunctivitis,1
Azatadine,Rhinorrhea,1
Azatadine,Hay fever,1
Azatadine,Symptomatic dermographism,1
Lisinopril,Myocardial Infarction,1
Lisinopril,Chronic heart failure,1
Lisinopril,Hypertensive disease,1
Methoxamine,Paroxysmal supraventricular tachycardia,1
Imiquimod,Condylomata Acuminata,1
Imiquimod,Superficial basal cell carcinoma,1
Imiquimod,Actinic keratosis,1
Imiquimod,Common wart,1
Homatropine Methylbromide,Coughing,1
Homatropine Methylbromide,Irritable Bowel Syndrome,1
Homatropine Methylbromide,Peptic Ulcer,1
Trimipramine,Depressive disorder,1
Nitroglycerin,Perioperative hypertension,1
Thiabendazole,"Larva Migrans, Cutaneous",1
Thiabendazole,Infection by Uncinaria,1
Thiabendazole,Toxocariasis,1
Thiabendazole,Enterobiasis,1
Thiabendazole,Trichinellosis,1
Thiabendazole,Ascariasis,1
Thiabendazole,Infection by Trichuris trichiura,1
Thiabendazole,Strongyloidiasis,1
Nateglinide,"Diabetes Mellitus, Non-Insulin-Dependent",1
Pralidoxime,Organophosphate poisoning,1
Risperidone,Schizophrenia,1
Risperidone,Bipolar disorder in remission,1
Risperidone,Autistic Disorder,1
Risperidone,Mixed bipolar I disorder,1
Risperidone,"Bipolar affective disorder, current episode manic",1
Naftifine,Tinea Pedis,1
Naftifine,Tinea corporis (disorder),1
Naftifine,Tinea cruris,1
Esomeprazole,Erosive esophagitis,1
Esomeprazole,Zollinger-Ellison syndrome,1
Esomeprazole,Peptic Esophagitis,1
Esomeprazole,Gastroesophageal reflux disease,1
Esomeprazole,Peptic Ulcer,1
Meclizine,Vertigo,1
Meclizine,Motion Sickness,1
Pentamidine,African Trypanosomiasis,1
Riluzole,Amyotrophic Lateral Sclerosis,1
Hydrocortisone,Blepharoconjunctivitis,1
Hydrocortisone,Bacterial keratitis,1
Hydrocortisone,Cerebral Edema,1
Hydrocortisone,Rheumatic Heart Disease,1
Hydrocortisone,Laryngeal Edema,1
Hydrocortisone,Nephrotic Syndrome,1
Hydrocortisone,Recurrent herpes simplex labialis,1
Hydrocortisone,Corneal abrasion,1
